00
-46,6955
-49,6960
-51,6965
-54,6970
-59,6975
-65,6980
-69,6985
-73,6990
-77,6996
-75,7002
-59,7007
-53,7012
-48,7017
-41,7022
-34,7027
-32,7032
-28,7037
-23,7043
-15,7048
-9,7053
-5,7058
-2,7062
0,7067
0,7071
1,7075
-1,7079
-5,7085
-13,7089
-22,7094
-29,7100
-36,7105
-42,7110
-45,7115
-45,7120
-45,7126
-45,7131
-44,7136
-41,7141
-41,7146
-43,7151
-47,7156
-51,7162
-54,7168
-55,7173
-58,7178
-62,7183
-64,7188
-68,7193
-68,7198
-69,7203
-72,7208
-74,7214
-76,7219
-78,7224
-79,7230
-80,7235
-78,7240
-75,7245
-72,7250
-69,7256
-66,7261
-65,7266
-65,7271
-67,7276
-68,7281
-72,7286
-72,7291
-73,7298
-75,7303
-76,7308
-76,7313
-75,7318
-78,7323
-81,7328
-83,7333
-84,7339
-84,7344
-83,7349
-81,7354
-77,7359
-74,7365
-68,7370
-64,7375
-59,7380
-56,7386
-54,7391
-54,7396
-54,7401
-54,7406
-54,7411
-51,7416
-49,7421
-45,7427
-42,7433
-38,7438
-34,7443
-33,7448
-34,7453
-36,7458
-40,7463
-44,7469
-48,7474
-50,7479
-52,7484
-51,7489
-49,7495
-44,7500
-38,7505
-32,7511
-28,7516
-28,7521
-28,7526
-28,7531
-29,7536
-30,7541
-32,7546
-34,7552
-36,7557
-38,7563
-39,7568
-40,7573
-42,7578
-45,7583
-47,7588
-49,7593
-52,7599
-55,7604
-59,7609
-61,7614
-62,7619
-62,7624
-63,7630
-64,7635
-67,7641
-69,7646
-71,7651
-74,7656
-75,7661
-77,7666
-78,7671
-79,7676
-79,7682
-78,7687
-76,7692
-72,7698
-67,7703
-63,7708
-59,7713
-57,7718
-56,7724
-57,7729
-60,7734
-64,7739
-69,7744
-74,7749
-79,7754
-83,7759
-85,7766
-88,7771
-91,7776
-92,7781
-93,7786
-93,7791
-92,7796
-89,7801
-84,7806
-80,7812
-76,7817
-72,7822
-69,7828
-67,7833
-66,7838
-66,7843
-67,7848
-68,7854
-71,7859
-73,7864
-75,7869
-76,7874
-77,7879
-77,7884
-76,7889
-74,7896
-71,7901
-67,7906
-65,7911
-62,7916
-61,7921
-62,7926
-63,7931
-64,7937
-66,7942
-67,7947
-68,7952
-69,7957
-70,7963
-72,7968
-73,7973
-75,7979
-78,7984
-80,7989
-83,7994
-86,7999
-88,8004
-88,8009
-88,8014
-88,8019
-86,8025
-83,8031
-81,8036
-78,8041
-75,8046
-72,8051
-69,8056
-68,8061
-69,8067
-70,8072
-70,8077
-70,8082
-69,8087
-68,8092
-68,8098
-67,8103
-67,8109
-67,8114
-67,8119
-65,8124
-63,8129
-60,8134
-57,8139
-55,8144
-53,8150
-52,8155
-53,8161
-51,8166
-49,8171
-47,8176
-48,8181
-48,8186
-50,8192
-54,8197
-59,8202
-64,8207
-67,8212
-71,8217
-75,8222
-77,8228
-80,8233
-81,8239
-81,8244
-80,8249
-79,8254
-78,8259
-77,8264
-76,8269
-75,8274
-77,8280
-80,8285
-84,8290
-87,8296
-90,8301
-93,8306
-95,8311
-99,8316
-102,8322
-103,8328
-105,8334
-107,8339
-106,8345
-105,8350
-104,8356
-102,8363
-101,8368
-99,8373
-99,8378
-100,8384
-101,8389
-103,8395
-107,8401
-112,8407
-115,8413
-117,8418
-119,8424
-120,8430
-119,8435
-119,8441
-117,8446
-116,8453
-115,8458
-113,8464
-113,8470
-113,8475
-114,8481
-115,8486
-116,8493
-118,8499
-120,8504
-119,8510
-118,8515
-116,8521
-113,8527
-112,8532
-109,8539
-109,8544
-108,8550
-108,8555
-109,8561
-111,8567
-114,8572
-115,8579
-116,8584
-116,8590
-115,8596
-112,8601
-109,8607
-105,8612
-102,8619
-98,8624
-95,8629
-93,8634
-92,8639
-93,8644
-95,8649
-97,8654
-99,8660
-99,8666
-97,8671
-95,8676
-91,8681
-87,8686
-83,8691
-81,8696
-79,8701
-78,8707
-77,8712
-77,8717
-78,8722
-79,8728
-80,8733
-83,8738
-85,8743
-87,8749
-87,8754
-87,8759
-87,8764
-86,8769
-83,8774
-79,8779
-77,8784
-75,8790
-74,8796
-74,8801
-74,8806
-75,8811
-76,8816
-76,8821
-77,8826
-77,8832
-77,8837
-77,8842
-77,8847
-77,8852
-78,8857
-78,8863
-80,8868
-83,8873
-86,8879
-88,8884
-90,8889
-93,8894
-95,8899
-94,8904
-92,8909
-90,8914
-89,8920
-88,8926
-87,8931
-87,8936
-88,8941
-88,8946
-89,8951
-91,8956
-92,8962
-92,8967
-91,8972
-89,8977
-88,8982
-86,8987
-86,8993
-85,8998
-86,9004
-88,9009
-89,9014
-89,9019
-90,9024
-89,9029
-88,9034
-87,9039
-88,9044
-88,9050
-88,9055
-88,9061
-88,9066
-87,9071
-84,9076
-81,9081
-79,9086
-76,9092
-74,9097
-74,9102
-75,9107
-75,9112
-74,9117
-73,9122
-70,9128
-65,9134
-63,9139
-61,9144
-59,9149
-58,9154
-58,9159
-59,9164
-60,9169
-60,9175
-59,9180
-59,9185
-59,9190
-60,9196
-61,9201
-65,9206
-68,9211
-71,9217
-78,9222
-86,9227
-93,9232
-98,9237
-101,9243
-101,9248
-100,9254
-98,9260
-99,9265
-101,9271
-104,9276
-109,9282
-113,9287
-118,9293
-125,9299
-133,9305
-139,9311
-142,9316
-142,9322
-141,9328
-139,9333
-138,9339
-138,9345
-138,9351
-140,9356
-143,9362
-146,9368
-147,9373
-148,9379
-149,9384
-150,9391
-151,9397
-151,9402
-150,9408
-150,9413
-147,9419
-142,9425
-138,9431
-141,9437
-140,9442
-140,9448
-143,9453
-142,9459
-140,9465
-138,9470
-137,9477
-136,9482
-135,9488
-132,9494
-129,9499
-124,9505
-119,9510
-112,9517
-105,9522
-102,9528
-98,9533
-96,9538
-94,9543
-93,9548
-91,9553
-89,9560
-85,9565
-82,9570
-78,9575
-74,9580
-71,9585
-68,9590
-67,9595
-66,9601
-65,9606
-61,9611
-59,9616
-56,9621
-55,9627
-54,9632
-55,9637
-57,9643
-58,9648
-59,9653
-62,9658
-65,9663
-67,9668
-70,9673
-72,9678
-75,9683
-77,9689
-79,9695
-80,9700
-82,9705
-84,9710
-87,9715
-91,9720
-96,9725
-100,9732
-102,9737
-102,9743
-102,9748
-101,9754
-100,9760
-100,9765
-102,9772
-104,9777
-106,9783
-108,9788
-110,9794
-111,9800
-111,9805
-111,9811
-111,9817
-112,9823
-115,9829
-118,9834
-121,9840
-124,9845
-127,9851
-130,9858
-133,9863
-135,9869
-137,9874
-139,9880
-139,9885
-138,9891
-138,9897
-137,9903
-138,9909
-137,9914
-135,9920
-133,9926
-130,9931
-127,9937
-121,9943
-117,9949
-113,9954
-112,9960
-112,9966
-113,9971
-114,9977
-114,9982
-113,9989
-111,9995
-109,10000
-107,10006
-104,10012
-102,10018
-100,10025
-99,10031
-100,10037
-100,10043
-99,10049
-98,10054
-97,10060
-96,10066
-94,10072
-92,10078
-89,10083
-86,10089
-83,10095
-81,10100
-78,10106
-75,10112
-71,10118
-66,10124
-61,10129
-57,10135
-54,10140
-52,10146
-52,10151
-54,10158
-57,10164
-60,10169
-65,10175
-69,10180
-74,10186
-80,10192
-84,10198
-89,10204
-92,10209
-94,10215
-95,10220
-91,10226
-86,10232
-80,10237
-76,10244
-72,10249
-69,10255
-66,10261
-65,10266
-62,10272
-57,10277
-50,10284
-43,10289
-32,10295
-20,10301
-6,10306
8,10311
23,10316
39,10321
54,10327
70,10332
83,10337
91,10342
85,10347
57,10352
4,10357
-31,10362
-61,10369
-90,10374
-107,10380
-120,10386
-129,10393
-144,10399
-175,10405
-220,10412
-270,10418
-291,10424
-301,10430
-279,10436
-261,10442
-244,10448
-229,10455
-213,10462
-199,10468
-185,10474
-166,10480
-148,10486
-137,10492
-129,10499
-123,10505
-118,10511
-117,10517
-114,10524
-109,10530
-104,10536
-98,10542
-93,10548
-91,10553
-92,10559
-93,10565
-94,10570
-97,10576
-99,10582
-102,10588
-105,10595
-107,10601
-109,10607
-110,10613
-110,10619
-109,10626
-108,10632
-106,10638
-103,10644
-100,10650
-97,10656
-95,10662
-95,10668
-95,10674
-96,10679
-98,10685
-100,10691
-101,10697
-100,10703
-98,10710
-94,10715
-91,10721
-88,10727
-88,10732
-87,10738
-87,10743
-89,10749
-90,10755
-91,10761
-94,10767
-96,10772
-98,10778
-99,10783
-100,10790
-98,10796
-96,10802
-94,10807
-92,10813
-91,10818
-92,10824
-94,10830
-97,10835
-99,10842
-100,10848
-99,10853
-99,10859
-100,10865
-100,10871
-100,10877
-99,10884
-98,10890
-98,10895
-97,10901
-96,10906
-95,10912
-95,10917
-96,10924
-98,10930
-100,10936
-103,10942
-106,10948
-108,10954
-111,10960
-112,10967
-113,10973
-112,10979
-109,10985
-104,10992
-97,10997
-91,11003
-86,11009
-83,11015
-81,11020
-83,11026
-88,11032
-91,11037
-94,11043
-98,11048
-103,11056
-107,11062
-109,11068
-109,11074
-107,11080
-105,11086
-103,11092
-103,11099
-102,11105
-100,11111
-98,11117
-97,11123
-97,11128
-98,11134
-100,11141
-103,11147
-105,11153
-105,11159
-105,11165
-106,11171
-106,11177
-107,11184
-109,11191
-110,11197
-113,11203
-116,11209
-120,11215
-120,11222
-119,11228
-118,11234
-116,11240
-113,11246
-110,11252
-107,11259
-104,11266
-99,11271
-96,11277
-93,11282
-90,11288
-87,11294
-87,11299
-88,11305
-88,11311
-91,11317
-94,11323
-97,11328
-101,11334
-104,11340
-107,11346
-110,11353
-113,11360
-115,11366
-115,11372
-115,11378
-114,11384
-110,11390
-106,11397
-103,11403
-99,11409
-98,11414
-98,11420
-101,11426
-104,11432
-107,11439
-107,11445
-107,11451
-105,11458
-104,11464
-104,11470
-105,11476
-105,11483
-105,11489
-103,11495
-100,11501
-98,11507
-96,11512
-96,11518
-96,11525
-97,11530
-100,11536
-102,11542
-104,11548
-107,11555
-108,11561
-108,11568
-107,11574
-106,11580
-106,11586
-107,11592
-107,11598
-111,11604
-109,11611
-108,11617
-108,11624
-108,11630
-107,11636
-107,11642
-106,11649
-106,11655
-106,11661
-106,11667
-107,11673
-107,11679
-108,11685
-110,11693
-111,11699
-112,11705
-115,11711
-115,11717
-116,11723
-115,11729
-112,11736
-109,11742
-107,11748
-106,11755
-105,11761
-104,11767
-105,11773
-105,11780
-105,11786
-104,11792
-105,11798
-106,11804
-107,11810
-108,11816
-108,11824
-106,11830
-107,11836
-108,11842
-110,11848
-112,11854
-111,11860
-108,11867
-105,11873
-104,11879
-102,11885
-101,11892
-101,11898
-102,11905
-105,11911
-108,11917
-111,11923
-112,11929
-111,11935
-110,11941
-109,11948
-107,11955
-106,11961
-107,11967
-109,11973
-111,11979
-114,11985
-115,11992
-115,11998
-113,12004
-111,12010
-108,12016
-106,12023
-106,12029
-108,12036
-111,12042
-115,12048
-118,12054
-119,12060
-119,12066
-117,12072
-115,12079
-114,12085
-113,12092
-113,12098
-115,12104
-118,12110
-121,12116
-124,12123
-125,12129
-125,12135
-124,12141
-121,12147
-117,12154
-113,12161
-110,12167
-109,12173
-110,12179
-111,12185
-113,12191
-116,12197
-118,12204
-119,12210
-119,12216
-117,12223
-114,12229
-110,12235
-106,12241
-103,12248
-101,12254
-100,12260
-100,12266
-101,12272
-104,12278
-105,12284
-108,12292
-111,12298
-114,12304
-116,12310
-119,12316
-120,12322
-120,12328
-120,12335
-119,12341
-118,12347
-116,12354
-112,12360
-113,12366
-113,12372
-113,12379
-114,12385
-115,12391
-117,12397
-117,12403
-118,12409
-117,12416
-117,12423
-115,12429
-113,12435
-111,12441
-109,12447
-107,12453
-106,12460
-105,12466
-105,12472
-105,12478
-104,12484
-105,12491
-105,12497
-105,12504
-106,12510
-106,12516
-107,12522
-108,12528
-109,12534
-108,12540
-107,12547
-105,12554
-103,12560
-102,12566
-101,12572
-102,12578
-103,12584
-104,12591
-106,12597
-109,12603
-111,12609
-112,12615
-112,12622
-110,12628
